Date,long_ret,short_ret,cum_ret,equity,drawdown,long_pnl,short_pnl
2024-11-21,0.007231000137558481,-0.010417071581925633,-0.003186071444367152,0.9968139285556329,0.0,1.0072310001375584,0.9895829284180744
2024-11-22,0.00628280379128397,-0.010205275081291073,-0.003922471290007103,0.9929039545393942,-0.003922471290007112,1.0135592348839213,0.9794839624178183
2024-11-25,0.010559776817442919,-0.0078101625168060925,0.0027496143006368262,0.9956340574519547,-0.0011836422725231,1.0242621941955539,0.97183403348873
2024-11-26,0.003234325234827707,0.0019231434388464004,0.005157468673674107,1.0007690089137062,0.0,1.0275749912573204,0.9737030097338816
2024-11-27,-0.001028604910722378,-0.002018972115120366,-0.003047577025842744,0.9977190882739654,-0.003047577025842796,1.0265180225751775,0.97173713050882
2024-11-29,0.0047164843016080414,-0.0016729409305008304,0.003043543371107211,1.0007556895913086,-1.330908759067384e-05,1.031359578713971,0.9701114716895044
2024-12-02,-5.3119109753918265e-05,0.005810658378277476,0.0057575392685235574,1.006517579772329,0.0,1.0313047938113136,0.9757484580403402
2024-12-03,-0.0027469005377109557,0.005246984355422456,0.0025000838177115002,1.00903395808576,0.0,1.0284719021186493,0.9808681949345053
2024-12-04,0.00438413708519862,0.0028549516759966424,0.0072390887611952625,1.016338444471403,0.0,1.0329808639258125,0.9836685262315653
2024-12-05,-0.007313051158358364,0.0020655180513886643,-0.005247533106969699,1.0110051748361533,-0.005247533106969682,1.0254266220223178,0.9857003113290795
2024-12-06,0.003552097107112012,0.00424716133954593,0.007799258446657941,1.0188902654856091,0.0,1.0290690369599589,0.9898867395837347
2024-12-09,-0.006171290143522478,0.002239796755790914,-0.003931493387731564,1.0148845051440283,-0.003931493387731688,1.0227183533551638,0.9921038846916549
2024-12-10,-0.010457080985110433,0.003946675729848512,-0.006510405255261921,1.0082771957282548,-0.01041630302778096,1.01202370470917,0.9960193970148559
2024-12-11,0.004559667921845769,0.003493407117589802,0.008053075039435571,1.016396927646006,-0.0024471112582616916,1.01663819673168,0.9994988982656451
2024-12-12,-0.005967907630578741,0.0016777448865187238,-0.004290162744060017,1.012036419413842,-0.006726775496771031,1.0105709938798673,1.0011758024312913
