,days,return,sharpe,vol,best_day,worst_day,pos_%,max_dd,end_equity
2008,1,0.012037862243325259,,,0.012037862243325322,0.012037862243325322,1.0,0.0,1.0120378622433253
2009,218,0.12841321108578851,1.2687319029792807,0.11529021029295768,0.039783128774303164,-0.023299087849522025,0.4724770642201835,-0.07737545829837411,1.1419968938743874
2010,242,0.027924282134407008,0.5390609124775885,0.056111822291929424,0.012562276703976794,-0.010744833467089154,0.5289256198347108,-0.08673853845493551,1.1738863373355546
2011,251,0.1483266430222332,2.0767787398462705,0.06798586669108997,0.021572964382620595,-0.013433855923679601,0.545816733067729,-0.060647017496286315,1.348004957042201
2012,247,0.007490987615867084,0.18129767169458455,0.04846532421274924,0.012569770854577961,-0.019593545420771664,0.5263157894736842,-0.08795997254599275,1.358102845481534
2013,249,-0.07292981256349051,-1.4883973160613233,0.05062229530819366,0.009368085967929877,-0.0199928816398755,0.4497991967871486,-0.1018613014158446,1.2590566595186237
2014,235,0.03961366541941613,0.9035061097577815,0.04734709503407278,0.013517054565568704,-0.010383954760191695,0.4978723404255319,-0.1053818472960123,1.3089325087728843
2015,244,-0.019831909981408824,-0.3129915418319073,0.060299418419392334,0.011838168123020833,-0.019279736552697706,0.5081967213114754,-0.0911007148503854,1.2829738770871608
2016,117,0.04093889164830866,1.4095160099956014,0.06270322848670536,0.010944423182530725,-0.008567970896187454,0.5042735042735043,-0.10057600045206772,1.335497405628842
