Date,value,pnl,exposure,strat_ret,port_ret,tcost,drawdown
2004-01-02,1000000.0,0.0,1.0,0.0,0.0,0.0,0.0
2004-01-05,1012501.8195678261,12501.81956782611,1.0,0.0125018195678262,0.012501819567826112,0.0,0.0
2004-01-06,1012755.7320871431,253.9125193170039,1.0,0.0002507773461833,0.00025077734618332174,0.0,0.0
2004-01-07,1010334.0772552696,-2421.654831873486,1.0,-0.0023911539131779,-0.002391153913177865,0.0,-0.002391153913177865
2004-01-08,1014275.1084212811,3941.0311660114676,1.0,0.0039007208157503,0.003900720815750266,0.0,0.0
2004-01-09,1008724.0332832264,-5551.075138054672,1.0,-0.0054729482089874,-0.005472948208987321,0.0,-0.005472948208987321
2004-01-12,1010446.6106363077,1722.5773530813167,1.0,0.0017076795002837,0.0017076795002837577,0.0,-0.003774614750166166
2004-01-13,1006706.7286291071,-3739.88200720062,1.0,-0.003701216836034,-0.0037012168360340257,0.0,-0.007461860918537335
2004-01-14,1012264.2717103697,5557.543081262615,1.0,0.0055205184620457,0.005520518462045698,0.0,-0.001982535797453639
2004-01-15,1018002.0709280948,5737.799217725056,1.0,0.0056682818687556,0.005668281868755674,0.0,0.0
2004-01-16,1022531.1616324915,4529.090704396716,1.0,0.0044489994998415,0.004448999499841511,0.0,0.0
2004-01-20,1017970.4979040499,-4560.663728441577,1.0,-0.0044601708970515,-0.004460170897051574,0.0,-0.004460170897051574
2004-01-21,1030655.6979993661,12685.200095316162,1.0,0.01246126495948,0.012461264959480016,0.0,0.0
2004-01-22,1035337.6861591496,4681.988159783534,1.0,0.0045427276721722,0.0045427276721720635,0.0,0.0
2004-01-23,1052200.51797486,16862.831815710408,1.0,0.0162872771281682,0.016287277128168107,0.0,0.0
2004-01-26,1056824.8124908973,4624.294516037218,1.0,0.0043948795282267,0.004394879528226678,0.0,0.0
2004-01-27,1041992.3101505676,-14832.502340329695,1.0,-0.0140349679199621,-0.01403496791996209,0.0,-0.01403496791996209
2004-01-28,1030728.4677471207,-11263.842403446906,1.0,-0.0108099093378331,-0.010809909337833103,0.0,-0.024693160527021005
2004-01-29,1018998.0128366268,-11730.454910493805,1.0,-0.0113807421426259,-0.01138074214262583,0.0,-0.035792876177002345
2004-01-30,1044173.3356072427,25175.322770615807,1.0,0.0247059586510225,0.02470595865102251,0.0,-0.011971214844810023
2004-02-02,1048452.1712874793,4278.835680236691,1.0,0.004097821247033,0.004097821247033012,0.0,-0.007922449496320871
2004-02-03,1023086.543376587,-25365.627910892363,1.0,-0.0241934049120656,-0.024193404912065616,0.0,-0.0319241833798266
2004-02-04,1015750.4974756237,-7336.045900963247,1.0,-0.0071705037549916,-0.0071705037549916525,0.0,-0.038865774658018166
2004-02-05,1018789.8734696413,3039.3759940175805,1.0,0.0029922466211645,0.002992246621164486,0.0,-0.03598982401975308
