Date,value,pnl,exposure,strat_ret,port_ret,tcost,drawdown
2004-01-02,997905.8017341471,-2094.1982658528723,1.0,-0.0020545157261703,-0.002094198265852872,0.0,0.0
2004-01-05,1012662.9831190029,14757.181384855765,1.0,0.0148278332440987,0.014788150704416124,0.0,0.0
2004-01-06,1015176.67586621,2513.6927472071256,1.0,0.0025219424712788,0.002482259931596344,0.0,0.0
2004-01-07,1019040.3846494261,3863.708783216076,1.0,0.0038456296965352,0.0038059471568526004,0.0,0.0
2004-01-08,1030668.0571756202,11627.672526194132,1.0,0.0114500963970238,0.011410413857341213,0.0,0.0
2004-01-09,1027277.7726871453,-3390.28448847495,1.0,-0.0032497222933007,-0.003289404832983258,0.0,-0.003289404832983258
2004-01-12,1033280.3066214644,6002.533934319159,1.0,0.0058828284676022,0.005843145927919551,0.0,0.0
2004-01-13,1024323.1386633354,-8957.167958129081,1.0,-0.0086289893596363,-0.008668671899318876,0.0,-0.008668671899318876
2004-01-14,1031649.9835137652,7326.844850429799,1.0,0.0071925472694502,0.0071528647297675815,0.0,-0.0015778130070338598
2004-01-15,1037342.5339231289,5692.550409363699,1.0,0.0055575912299683,0.005517908690285695,0.0,0.0
2004-01-16,1053274.4870701842,15931.953147055348,1.0,0.0153981129771218,0.015358430437439258,0.0,0.0
2004-01-20,1052887.6805921989,-386.8064779853448,1.0,-0.0003275593167696,-0.0003672418564521541,0.0,-0.0003672418564521541
2004-01-21,1056826.1399075272,3938.459315328393,1.0,0.0037803088077317,0.0037406262680490274,0.0,0.0
2004-01-22,1054361.6966210299,-2464.4432864973787,1.0,-0.0022922462359561,-0.0023319287756385534,0.0,-0.0023319287756385534
2004-01-23,1050579.1048446654,-3782.591776364483,1.0,-0.0035478830827094,-0.0035875656223919744,0.0,-0.00591112845052118
2004-01-26,1059926.2067822404,9347.101937575033,1.0,0.0089367773842988,0.008897094844616255,0.0,0.0
2004-01-27,1047783.8095264275,-12142.397255812888,1.0,-0.0114162067270573,-0.01145588926673979,0.0,-0.01145588926673979
2004-01-28,1031087.2336183095,-16696.575908118044,1.0,-0.0158954519377861,-0.015935134477468672,0.0,-0.027208472608183976
2004-01-29,1021586.3468638379,-9500.886754471576,1.0,-0.0091747529073852,-0.009214435447067749,0.0,-0.0361721973407903
2004-01-30,1031600.900737531,10014.553873693105,1.0,0.00984262666128,0.009802944121597481,0.0,-0.026723847248479985
2004-02-02,1029356.4396546241,-2244.461082906928,1.0,-0.0021360242489624,-0.002175706788644985,0.0,-0.02884141078124774
2004-02-03,1023485.6223508775,-5870.8173037465895,1.0,-0.0056637036515152,-0.005703386191197679,0.0,-0.03438030326846099
2004-02-04,1006309.4827281359,-17176.13962274161,1.0,-0.0167423212790806,-0.016782003818763155,0.0,-0.050585336706482596
2004-02-05,1011502.2062635125,5192.723535376601,1.0,0.0051998480995846,0.005160165559902077,0.0,-0.045686199858889366
2004-02-06,1039148.0078390391,27645.801575526595,1.0,0.0273711123718034,0.027331429832120824,0.0,-0.019603439192508024
2004-02-09,1038825.1301965595,-322.87764247960877,0.75,-4.126921443897404e-05,-0.0003107138155911487,259.7870019597598,-0.01990806194870896
2004-02-10,1041899.2864210424,3074.1562244829256,0.75,0.0039853658378923,0.002959262473657385,0.0,-0.017007712655699635
2004-02-11,1054526.9917740154,12627.70535297296,0.75,0.0161995366542448,0.01211989058592173,0.0,-0.005093953686281781
2004-02-12,1052054.4163973825,-2472.575376632856,0.75,-0.0030866169240207,-0.0023447245977775105,0.0,-0.0074267343655511275
2004-02-13,1046541.5345948891,-5512.881802493357,0.75,-0.0069471319781082,-0.005240110888343088,0.0,-0.01262792834228046
2004-02-17,1058261.060835183,11719.526240293751,0.75,0.0149708003888246,0.01119833838685659,0.0,-0.0015710017701257024
2004-02-18,1061570.2356752723,3309.1748400893994,0.75,0.0042090064271524,0.0031269929156023074,0.0,0.0
2004-02-19,1054238.7536802178,-7331.481995054521,0.75,-0.0091686665626464,-0.006906261826746596,0.0,-0.006906261826746596
2004-02-20,1039918.7185477396,-14320.035132478224,1.0,-0.013293611645329,-0.013583294185011453,263.55968842005444,-0.020395746225646636
2004-02-23,1025576.7561584709,-14341.96238926868,1.0,-0.0137517437838069,-0.013791426323489418,0.0,-0.033905886117752464
2004-02-24,1027633.528981581,2056.7728231101064,1.0,0.0020451617110459,0.002005479171363256,0.0,-0.031968404494784976
2004-02-25,1040684.7340455293,13051.205063948291,1.0,0.0127399348143262,0.01270025227464354,0.0,-0.01967415902204305
2004-02-26,1047001.4108029349,6316.676757405628,1.0,0.0061094138913189,0.006069731351636487,0.0,-0.01372384453023974
2004-02-27,1050258.4664680683,3257.0556651334045,1.0,0.0031505242553929,0.0031108417157103933,0.0,-0.01065569552259394
2004-03-01,1066475.2280092328,16216.76154116448,1.0,0.0154804164722545,0.015440733932571948,0.0,0.0
2004-03-02,1064675.3488483208,-1799.879160912009,1.0,-0.001648007069641,-0.0016876896093234216,0.0,-0.0016876896093234216
2004-03-03,1061995.3539942729,-2679.9948540478945,1.0,-0.0024775118867188,-0.002517194426401339,0.0,-0.004200635792846677
2004-03-04,1067484.272503924,5488.918509651208,1.0,0.0052081783235924,0.0051684957839098124,0.0,0.0
2004-03-05,1072961.344401919,5477.07189799496,1.0,0.0051705046408342,0.0051308221011516835,0.0,0.0
