Date,value,pnl,exposure,strat_ret,port_ret,tcost,drawdown
2004-01-02,999940.4761904762,-59.52380952378735,1.0,0.0,-5.952380952378735e-05,0.0,0.0
2004-01-05,1012382.0313359358,12441.555145459599,1.0,0.0125018195678262,0.012442295758302354,0.0,0.0
2004-01-06,1012575.6529798793,193.62164394347928,1.0,0.0002507773461833,0.00019125353665945337,0.0,0.0
2004-01-07,1010094.1563845713,-2481.496595307952,1.0,-0.0023911539131779,-0.002450677722701734,0.0,-0.002450677722701734
2004-01-08,1013974.1270340825,3879.970649511204,1.0,0.0039007208157503,0.0038411970062264076,0.0,0.0
2004-01-09,1008364.3435487722,-5609.783485310385,1.0,-0.0054729482089874,-0.005532472018511202,0.0,-0.005532472018511202
2004-01-12,1010026.2849799515,1661.9414311792934,1.0,0.0017076795002837,0.0016481556907599136,0.0,-0.003893434702992568
2004-01-13,1006227.8380769456,-3798.4469030058244,1.0,-0.003701216836034,-0.0037607406455577755,0.0,-0.007639533150411974
2004-01-14,1011722.8429199025,5495.0048429569,1.0,0.0055205184620457,0.005460994652521927,0.0,-0.002220257947572211
2004-01-15,1017397.3515688386,5674.508648936055,1.0,0.0056682818687556,0.0056087580592319415,0.0,0.0
2004-01-16,1021863.1925109437,4465.840942105162,1.0,0.0044489994998415,0.004389475690317832,0.0,0.0
2004-01-20,1017244.6828489079,-4618.509662035853,1.0,-0.0044601708970515,-0.004519694706575304,0.0,-0.004519694706575304
2004-01-21,1029860.2880917693,12615.605242861435,1.0,0.01246126495948,0.01240174114995619,0.0,0.0
2004-01-22,1034477.3617133305,4617.073621561169,1.0,0.0045427276721722,0.004483203862648355,0.0,0.0
2004-01-23,1051264.6051529364,16787.243439605925,1.0,0.0162872771281682,0.016227753318644327,0.0,0.0
2004-01-26,1055822.2111707563,4557.606017819839,1.0,0.0043948795282267,0.004335355718703004,0.0,0.0
2004-01-27,1040940.9337476025,-14881.277423153748,1.0,-0.0140349679199621,-0.014094491729485908,0.0,-0.014094491729485908
2004-01-28,1029626.4958578857,-11314.43788971682,1.0,-0.0108099093378331,-0.010869433147356888,0.0,-0.024810725741243173
2004-01-29,1017847.2949138915,-11779.20094399422,1.0,-0.0113807421426259,-0.011440265952149744,0.0,-0.03596715039244725
2004-01-30,1042933.6019465824,25086.307032690966,1.0,0.0247059586510225,0.024646434841498727,0.0,-0.012207177579530357
2004-02-02,1047145.2780388156,4211.67609223316,1.0,0.004097821247033,0.004038297437509234,0.0,-0.00821817635595976
2004-02-03,1021748.9382493914,-25396.339789424208,1.0,-0.0241934049120656,-0.024252928721589302,0.0,-0.032271790232166524
2004-02-04,1014361.6652618339,-7387.272987557459,1.0,-0.0071705037549916,-0.007230027564515415,0.0,-0.03926849186374711
