Date,port_ret,equity,drawdown
2001-03-01,-0.004527779842784389,0.9954722201572156,0.0
2001-03-02,0.007609542692362205,1.0030473085155625,0.0
2001-03-05,0.002172342029074928,1.0052262703410013,0.0
2001-03-06,0.0038462348377123665,1.0090926066417705,0.0
2001-03-07,0.00915676769035435,1.0183326332188434,0.0
2001-03-08,0.007435180049305172,1.0259041196969085,0.0
2001-03-09,-0.016760812080488748,1.0087091335340694,-0.01676081208048874
2001-03-12,-0.02884430832616505,0.979613616274994,-0.0451216663752072
2001-03-13,-0.005428900162999037,0.9742953917539227,-0.05030560551626706
2001-03-14,-0.02037524899195133,0.9544438805552258,-0.06965586527013345
2001-03-15,9.674125986800706e-05,0.954536214658704,-0.06956586260642894
2001-03-16,-0.008638011751947502,0.9462909196188226,-0.07760296361964769
2001-03-19,0.007932838007417526,0.9537976921920489,-0.07028573735152033
2001-03-20,-0.011146902354924005,0.9431658024508323,-0.0806491714552432
2001-03-21,-0.016094046417769695,0.9279864482465355,-0.09544524636405749
2001-03-22,-0.020063464857588816,0.9093678247538225,-0.1135937488753972
2001-03-23,0.02140752776730196,0.928835141712931,-0.09461798244133712
2001-03-26,0.018621106669269364,0.9461310799649335,-0.07775876731593889
2001-03-27,0.004028662581497806,0.9499427228439804,-0.07404336857071014
2001-03-28,-0.006033434964844567,0.9442113052053739,-0.07963006768670533
2001-03-29,0.004615369461086498,0.9485691892282313,-0.07538222040820441
2001-03-30,0.017341272414215538,0.9650185859423696,-0.05934817161327599
2001-04-02,-0.004476712402017875,0.9606984752705036,-0.06355919931939569
2001-04-03,-0.01827104621663319,0.9431455090285871,-0.08066895246777206
2001-04-04,0.005314862826103695,0.9481581980341298,-0.07578283405835995
2001-04-05,0.011675733911803815,0.9592286408606717,-0.064991920352104
2001-04-06,-0.018182740661771883,0.9417872352485582,-0.08199292978100303
2001-04-09,0.01234803412987305,0.9534164561724862,-0.07065734714647409
2001-04-10,0.008734317269934991,0.9617438979910737,-0.06254017356396835
2001-04-11,-0.016127300962403897,0.9462335646994162,-0.07765887032506513
2001-04-12,0.004191283093490553,0.9501994974416341,-0.07379307754182762
2001-04-16,0.004719930860559406,0.9546843733732969,-0.0694214449052536
2001-04-17,0.018673168447149637,0.9725113554911581,-0.05204459479266421
2001-04-18,0.0070683948814395,0.9793854497784534,-0.04534407165866383
2001-04-19,-0.004529013035047895,0.9749498003100705,-0.04966772080210757
2001-04-20,-0.005262427968229016,0.9698191972132995,-0.05466877596726949
2001-04-23,0.0022229780978444413,0.9719750840475737,-0.052567325361036255
2001-04-24,0.0013612278089718166,0.973298163561607,-0.05127765365718906
2001-04-25,0.01661796894715811,0.9894724022199999,-0.035511815166189176
2001-04-26,0.011520733545804443,1.0008718501169036,-0.024400203780642227
2001-04-27,0.009106004848060562,1.0099857940363555,-0.015516387306501844
2001-04-30,-0.0015417465317382189,1.008428651941295,-0.01703421150192519
2001-05-01,0.0026059926793248625,1.0110566096258755,-0.014472609853072416
2001-05-02,-0.0136186678321876,0.997287365499843,-0.02789418001900612
2001-05-03,-0.009851346931122015,0.9874627416722793,-0.037470731705401716
2001-05-04,0.01162742734646291,0.9989443929584129,-0.0262789925694622
2001-05-07,-0.0008771839573621849,0.9980681349626129,-0.027133125016126636
2001-05-08,-0.0001657554226048558,0.9979026997571138,-0.02729438297612785
2001-05-09,0.003647762691465394,1.0015428119950005,-0.023746183716569225
2001-05-10,0.004274503925281498,1.0058239106762106,-0.019573182946794665
2001-05-11,-0.002082250294584339,1.0037295335419052,-0.021614676975421965
2001-05-14,0.005855726896785077,1.0096070995685642,-0.015885519723967123
2001-05-15,-0.00011848706452522158,1.0094874741870126,-0.016002124559891695
2001-05-16,0.015534215642023064,1.0251690702989549,-0.0007164893715124743
2001-05-17,0.00039818581648983295,1.025577278082252,-0.00031858885092794775
2001-05-18,5.3809843965778515e-05,1.0256324642355605,-0.00026479615017849234
2001-05-21,0.003127905268165107,1.0288405454236442,0.0
2001-05-22,-0.0022037352685098806,1.0265732532280212,-0.002203735268509921
2001-05-23,-0.0017635896935847906,1.0247627992189183,-0.003963438477287862
2001-05-24,0.0037396856855235775,1.0285950899902145,-0.0002385748059030579
2001-05-25,-0.010645218382083032,1.0176454706305305,-0.010881253507076694
2001-05-29,-0.00039383647806321814,1.0172446847224603,-0.011270804550581826
2001-05-30,0.004086737098472864,1.0214018963137401,-0.007230128267195268
2001-05-31,0.009067149264512112,1.0306630997666724,0.0
2001-06-01,0.002490410575687961,1.0332298740503028,0.0
2001-06-04,0.005143112422027721,1.038543891450341,0.0
2001-06-05,-0.005393532685920694,1.0329424710260404,-0.005393532685920688
2001-06-06,-0.013361392866953535,1.0191409208616997,-0.01868286044371692
2001-06-07,-0.0014538859475233092,1.017659206198313,-0.020109583642981543
2001-06-08,0.0019309857136029583,1.0196242915867983,-0.01821742924809977
2001-06-11,-0.0017656698770718209,1.0178239716892128,-0.019950933159110562
2001-06-12,0.000335727804301709,1.0181656834963937,-0.01962190343779202
2001-06-13,-0.009375532520479934,1.0086198380195366,-0.028813470164477217
2001-06-14,-0.018686503686461953,0.9897722596981459,-0.04696155083449094
2001-06-15,0.005774090021310742,0.9954872938262391,-0.041458621035238896
2001-06-18,0.0013663775780688554,0.9968475053437756,-0.04014889158737034
2001-06-19,0.00045371513868470764,0.9972997901479103,-0.039713392608600184
2001-06-20,0.005606987174616926,1.0028916372805177,-0.03432907791700024
2001-06-21,-0.0058102138248981704,0.9970646224247156,-0.03993983245878907
2001-06-22,-0.0044210099535438585,0.9926565898046494,-0.0441842680154898
2001-06-25,-0.0055351977804407905,0.9871620392520228,-0.04947489713368092
2001-06-26,0.005025065367075723,0.9921225930271601,-0.044698446358731214
2001-06-27,-0.0012664419175532147,0.990866127387999,-0.04590828029016614
2001-06-28,0.001394894542529271,0.9922482811414696,-0.04457742295727052
2001-06-29,-0.001553054738459624,0.9907072652467145,-0.04606124651777799
2001-07-02,0.0031692386834152207,0.9938470530356749,-0.04303798691863325
2001-07-03,-0.000756349714228707,0.9930953571011244,-0.04376178486375493
2001-07-05,-0.0016495628770351251,0.9914571838666945,-0.045339159925046
2001-07-06,-0.009932294610792005,0.9816097390225442,-0.05482113264205668
2001-07-09,0.004540087848913219,0.9860663334710554,-0.050529937551315296
2001-07-10,-0.0006953559122815031,0.9853806664161746,-0.0511901571727732
2001-07-11,-0.0003327984763431661,0.9850527332317733,-0.05150591964280549
2001-07-12,0.01145995391915535,0.9963413921625475,-0.04063622118932042
2001-07-13,0.0018602874172566676,0.9981948735176794,-0.038851528823027115
2001-07-16,-0.002555859667549739,0.9956436275001006,-0.0413080894350355
2001-07-17,0.004244451753030145,0.9998695888402368,-0.03723896787462211
2001-07-18,0.004566442009912566,1.0044354353351508,-0.032842575452018075
2001-07-19,0.0015025223587095014,1.005944622034622,-0.03138939979724287
2001-07-20,-0.015544792049871518,0.9903074220714072,-0.046446250154695945
2001-07-23,-0.011767421910001952,0.9786540568152866,-0.05766711944298997
2001-07-24,-0.01918149441082816,0.9598820094943499,-0.0757424723245339
2001-07-25,0.015982829533037014,0.9752236400239271,-0.06097022181507061
2001-07-26,0.011229839664419383,0.9861752451383474,-0.050425067965938486
2001-07-27,-0.004468447251217561,0.9817685730749902,-0.05466819346081109
2001-07-30,0.004490614592128091,0.9861773173553336,-0.05042307265596335
2001-07-31,0.011099963247069232,0.9971238493330712,-0.039882803662179556
2001-08-01,0.0018205997818617034,0.998939212795656,-0.038134814503965386
2001-08-02,-0.002678103106119586,0.9962639505870433,-0.04071078864491062
2001-08-03,0.00024562572079297866,0.9965086586380063,-0.04047516254092254
2001-08-06,-0.015071091480039106,0.9814901854830218,-0.05493624914363804
2001-08-07,0.0016184288214488958,0.9830786574871768,-0.053406730731145435
2001-08-08,-0.011985402593410823,0.9712960639962032,-0.06475203215554559
2001-08-09,0.003076486610926391,0.9742842433323329,-0.06187475430457612
2001-08-10,0.007979175693563443,0.9820582284853521,-0.05438928814660493
2001-08-13,-0.0019861589236992417,0.9801077047712536,-0.05626742130029816
2001-08-14,0.004409112025265539,0.9844291094384161,-0.052106398638918305
2001-08-15,-0.004915903674651798,0.9795897507618936,-0.05676615227702819
2001-08-16,0.006351041964404313,0.9858111663768828,-0.05077563452789302
2001-08-17,-0.007305969499442659,0.9786088600631233,-0.05771063879016003
2001-08-20,0.006325857200257957,0.9847993999667899,-0.0517498508498242
2001-08-21,-0.004228944851382196,0.9806347376146561,-0.05575994843589516
2001-08-22,0.002771078693053881,0.9833521536417287,-0.053143384947877736
2001-08-23,0.004877067167162861,0.9881480281440137,-0.048525501638596036
2001-08-24,0.007527278611425655,0.9955860936611844,-0.04136348799776335
2001-08-27,-0.006330919572029156,0.9892831181751848,-0.04743253865406016
2001-08-28,-0.00847289521689762,0.9809010259750407,-0.055503542941070405
2001-08-29,-0.0010461970561734067,0.9798748102092681,-0.056491672354011646
2001-08-30,-0.006138570808472579,0.9738597793033599,-0.062283465031650165
2001-08-31,0.0019314095283868783,0.9757407013604191,-0.06047235038108634
2001-09-04,0.005090815712352883,0.9807080174540869,-0.05568938826021652
2001-09-05,-0.0018502708411141666,0.9788934420057447,-0.05743661865007332
2001-09-06,-0.015271120267212236,0.9639446425240896,-0.07183061740613828
2001-09-07,-0.025124066892550468,0.9397264328445988,-0.09515000706204368
2001-09-10,-0.006465527185749634,0.9336506060458745,-0.10100033929040941
2001-09-17,-0.05030719720258713,0.8866812608892096,-0.14622649250678577
2001-09-18,0.0011967514951545975,0.8877423980139043,-0.14520473778516996
2001-09-19,-0.01739477692422083,0.8723003170342796,-0.16007371068727783
2001-09-20,-0.023967898480385448,0.8513931115911939,-0.18020497872053198
2001-09-21,-0.011537937310640664,0.8415697912429434,-0.18966372228362982
2001-09-24,0.03384639733829679,0.8700538967852595,-0.1622367586504052
2001-09-25,0.011007060173918778,0.8796306323817273,-0.15301544824137303
2001-09-26,-0.0024580633929501667,0.8774684445249522,-0.15509738996244515
2001-09-27,0.010756079662905567,0.8869065650159484,-0.14600955018148443
2001-09-28,0.024508977103744514,0.9086437377110851,-0.12507911780006586
2001-10-01,-0.007279408648029701,0.902029348628813,-0.13144802443629378
2001-10-02,0.019126740151335718,0.9192822295889149,-0.11483545649175753
2001-10-03,0.0225077781513872,0.9399732300710147,-0.09491236931900016
2001-10-04,-0.004586605900900408,0.9356619433072826,-0.09906364958671354
2001-10-05,0.004754605309507425,0.9401106465508353,-0.09478005283151048
2001-10-08,-0.013467821337193818,0.9274494043258948,-0.10697139335083972
2001-10-09,-0.005458198193556551,0.9223872016625881,-0.11184572047844654
2001-10-10,0.022263795432799736,0.9429230416302367,-0.09207203528641295
2001-10-11,0.009669801694235484,0.9520409204557265,-0.08329255191498164
2001-10-12,-0.009700120052362803,0.942806009232544,-0.09218472421430146
2001-10-15,0.0034622750181114645,0.9460702629252352,-0.08904161806388866
2001-10-16,0.009917075375167792,0.9554525130328696,-0.0800075751265873
2001-10-17,-0.016983192560949566,0.9392258790211891,-0.09563198363282743
2001-10-18,-0.001834059077037661,0.9375032832723816,-0.0972906480022282
2001-10-19,0.005191267570422514,0.9423701136639981,-0.09260444221768516
2001-10-22,0.013614088692434441,0.9551996239725195,-0.08025107861491554
2001-10-23,-0.007791483996776083,0.947757201388611,-0.08741728761693957
