Date,port_ret,equity,drawdown,turnover,cost
2001-03-01,-0.004927779842784299,0.9950722201572157,0.0,0.9999999999999984,0.00039999999999999937
2001-03-02,0.0076095426923622,1.0026442646984857,0.0,0.0,0.0
2001-03-05,0.0021723420290749,1.004822350974901,0.0,0.0,0.0
2001-03-06,0.0038462348377123,1.0086871337069327,0.0,0.0,0.0
2001-03-07,0.0091567676903543,1.0179234474625365,0.0,0.0,0.0
2001-03-08,0.0074351800493051,1.0254918915708298,0.0,0.0,0.0
2001-03-09,-0.0167608120804887,1.008303814686146,-0.01676081208048885,0.0,0.0
2001-03-12,-0.028844308326165,0.9792199885688905,-0.045121666375207314,0.0,0.0
2001-03-13,-0.005428900162999,0.9739039010133369,-0.05030560551626728,0.0,0.0
2001-03-14,-0.0203752489919513,0.9540603665359575,-0.06965586527013368,0.0,0.0
2001-03-15,9.674125986800706e-05,0.9541526635378064,-0.06956586260642905,0.0,0.0
2001-03-16,-0.0086380117519475,0.9459106816170149,-0.0776029636196478,0.0,0.0
2001-03-19,0.0079328380074175,0.9534144378237686,-0.07028573735152044,0.0,0.0
2001-03-20,-0.011146902354924,0.9427868201815722,-0.0806491714552432,0.0,0.0
2001-03-21,-0.0160940464177696,0.9276135653355086,-0.09544524636405738,0.0,0.0
2001-03-22,-0.0200634648575888,0.909002423165977,-0.11359374887539708,0.0,0.0
2001-03-23,0.0214075277673019,0.9284619177804473,-0.09461798244133723,0.0,0.0
2001-03-26,0.0186211066692693,0.9457509061897913,-0.07775876731593911,0.0,0.0
2001-03-27,0.0040286625814978,0.9495610174769757,-0.07404336857071048,0.0,0.0
2001-03-28,-0.0060334349648445,0.9438319028328768,-0.07963006768670566,0.0,0.0
2001-03-29,0.0046153694610864,0.9481880357736108,-0.07538222040820464,0.0,0.0
2001-03-30,0.0173412724142155,0.9646308228018609,-0.059348171613276324,0.0,0.0
2001-04-02,-0.0044767124020178,0.9603124480340551,-0.0635591993193958,0.0,0.0
2001-04-03,-0.018592369496764554,0.9424579641678634,-0.08096985269749568,0.8033082003286374,0.00032132328013145497
2001-04-04,0.0053148628261036,0.9474669989667844,-0.07608533353152913,0.0,0.0
2001-04-05,0.0116757339118038,0.958529371536936,-0.06529795172863029,0.0,0.0
2001-04-06,-0.0181827406617718,0.9411006805575887,-0.08229339666837554,0.0,0.0
2001-04-09,0.012348034129873,0.9527214238807604,-0.07096152420922697,0.0,0.0
2001-04-10,0.0087343172699349,0.961042795066799,-0.06284700740569371,0.0,0.0
2001-04-11,-0.0161273009624038,0.945543768673007,-0.07796075576507933,0.0,0.0
2001-04-12,0.0041912830934905,0.9495068102848016,-0.07409622826918272,0.0,0.0
2001-04-16,0.0047199308605594,0.9539884167809761,-0.06972602648308213,0.0,0.0
2001-04-17,0.0186731684471496,0.9718024031841568,-0.052354863873601554,0.0,0.0
2001-04-18,0.0070683948814395,0.9786714863165942,-0.045656533843984826,0.0,0.0
2001-04-19,-0.0045290130350478,0.9742390703980367,-0.04997876784211808,0.0,0.0
2001-04-20,-0.005262427968229,0.9691122074662327,-0.05497818614463701,0.0,0.0
2001-04-23,0.0022229780978444,0.9712665226777838,-0.052877423350451425,0.0,0.0
2001-04-24,0.0013612278089718,0.9725886376783762,-0.05158817376061087,0.0,0.0
2001-04-25,0.0166179689471581,0.9887510854576743,-0.0358274954830472,0.0,0.0
2001-04-26,0.0115207335458044,1.000142223256357,-0.024719520966316577,0.0,0.0
2001-04-27,0.0091060048480605,1.0092495231900793,-0.01583861219601712,0.0,0.0
2001-04-30,-0.0015417465317382,1.0076935162380425,-0.017355939602334725,0.0,0.0
2001-05-01,0.002393238684703078,1.0101051673434278,-0.015004237823697308,0.5318849865543057,0.0002127539946217223
2001-05-02,-0.0136186678321876,0.9963488805938014,-0.028418567924888838,0.0,0.0
2001-05-03,-0.009851346931122,0.9865335021066368,-0.03798995368409708,0.0,0.0
2001-05-04,0.0116274273464629,0.9980043487272334,-0.026804251763991482,0.0,0.0
2001-05-07,-0.0008771839573621,0.9971289153231523,-0.027657923461717027,0.0,0.0
2001-05-08,-0.0001657554226048,0.9969636357984014,-0.027819094433530145,0.0,0.0
2001-05-09,0.0036477626914653,1.0006003225538145,-0.02427280919684971,0.0,0.0
2001-05-10,0.0042745039252814,1.0048773925602086,-0.02010205948975785,0.0,0.0
2001-05-11,-0.0020822502945843,1.002784986313529,-0.022142452265047963,0.0,0.0
2001-05-14,0.005855726896785,1.0086570213295771,-0.016416385521552335,0.0,0.0
2001-05-15,-0.0001184870645252,1.008537508520007,-0.01653292745674695,0.0,0.0
2001-05-16,0.015534215642023,1.0242043476604255,-0.0012555378750309654,0.0,0.0
2001-05-17,0.0003981858164898,1.024612171304851,-0.0008578519959150377,0.0,0.0
2001-05-18,5.380984396577852e-05,1.0246673055259143,-0.000804088312831297,0.0,0.0
2001-05-21,0.0031279052681651,1.0278723677889854,0.0,0.0,0.0
2001-05-22,-0.0022037352685098,1.0256072092005621,-0.00220373526850981,0.0,0.0
2001-05-23,-0.0017635896935847,1.02379845889675,-0.003963438477287529,0.0,0.0
2001-05-24,0.0037396856855235,1.027627143338347,-0.0002385748059030579,0.0,0.0
2001-05-25,-0.010645218382083,1.0166878279821543,-0.010881253507076694,0.0,0.0
2001-05-29,-0.0003938364780632,1.0162874192286921,-0.011270804550581603,0.0,0.0
2001-05-30,0.0040867370984728,1.0204407187275653,-0.007230128267195268,0.0,0.0
2001-05-31,0.0090671492645121,1.0296932070398541,0.0,0.0,0.0
