Date,long_ret,short_ret,cum_ret,equity,drawdown,long_pnl,short_pnl
2025-09-25,0.0006119940077694431,0.0016848901690271695,0.002296884176796613,0.8761524330989533,-0.06614631294040008,1.126114522643383,0.7674255094658944
2025-09-26,0.0066273332636684465,-0.006883699864944141,-0.0002563666012756942,0.8759278168774803,-0.06638572183624036,1.1335776588779976,0.7621427825900293
2025-09-29,0.00330917859922374,-0.008980267092375782,-0.005671088493152043,0.8709603527143547,-0.07168033102617721,1.1373288698073147,0.7552985368398444
2025-09-30,0.0035094658490754864,-0.002577343028522065,0.0009321228205534213,0.871772194734917,-0.06860402893388295,1.1413202866350711,0.7533518734214673
2025-10-01,0.004547395087848576,-0.0010089123801188173,0.0035384827077297584,0.8748569455710662,-0.06099461473061929,1.1465103209001772,0.7525918073897866
2025-10-02,0.011515062232638979,-0.010963708817971334,0.0005513534146676449,0.8753393009353526,-0.05954252975180574,1.1597124585957057,0.7443406099547741
2025-10-03,0.0089754877880104,-0.004909478494467924,0.0040660092935424766,0.8788984386679588,-0.055718620937595054,1.170121443605435,0.7406862857376421
2025-10-06,0.003923075702915252,0.00219469500742187,0.006117770710337122,0.8842753377934026,-0.0499417239744504,1.1747119186103034,0.7423118662310163
2025-10-07,-0.0006231929160905035,-0.0010110713412655157,-0.0016342642573560192,0.8828301982151855,-0.05149437025736414,1.1739798464641784,0.7415613359767887
2025-10-08,-0.0013722917985782123,-0.002137619844960108,-0.00350991164353832,0.8797315422232028,-0.0548235412111594,1.1723688035491795,0.7399761597487496
2025-10-09,0.007504767495178312,-0.006346014019608391,0.0011587534755699213,0.8807509342053225,-0.053728314704511004,1.1811671588384165,0.7352802606648081
2025-10-10,-1.924280926799923e-05,0.003987973457728849,0.00396873064846085,0.8842463974315636,-0.04997281726530811,1.1811444298640654,0.7382125388283313
2025-10-13,-0.00467165564096897,0.008477455096276012,0.0038057994553070415,0.887611661889266,-0.04635720433072943,1.175626529825492,0.7444707024777564
